id,sku,name,short_description,description,product_status_id,regular_price,discount_price,quantity,taxable,inserted_at,updated_at
2863,abc2863,Product 2863,Product Description 2863,Product Description 2863,1,2887,23,4,0,2020-03-03 12:39:00,
2864,abc2864,Product 2864,Product Description 2864,Product Description 2864,1,2888,23,4,0,2020-03-03 12:39:00,
2865,abc2865,Product 2865,Product Description 2865,Product Description 2865,1,2889,23,4,0,2020-03-03 12:39:00,
2866,abc2866,Product 2866,Product Description 2866,Product Description 2866,1,2890,23,4,0,2020-03-03 12:39:00,
2867,abc2867,Product 2867,Product Description 2867,Product Description 2867,1,2891,23,4,0,2020-03-03 12:39:00,
2868,abc2868,Product 2868,Product Description 2868,Product Description 2868,1,2892,23,4,0,2020-03-03 12:39:00,
2869,abc2869,Product 2869,Product Description 2869,Product Description 2869,1,2893,23,4,0,2020-03-03 12:39:00,
2870,abc2870,Product 2870,Product Description 2870,Product Description 2870,1,2894,23,4,0,2020-03-03 12:39:00,
2871,abc2871,Product 2871,Product Description 2871,Product Description 2871,1,2895,23,4,0,2020-03-03 12:39:00,
2872,abc2872,Product 2872,Product Description 2872,Product Description 2872,1,2896,23,4,0,2020-03-03 12:39:00,
2873,abc2873,Product 2873,Product Description 2873,Product Description 2873,1,2897,23,4,0,2020-03-03 12:39:00,
2874,abc2874,Product 2874,Product Description 2874,Product Description 2874,1,2898,23,4,0,2020-03-03 12:39:00,
2875,abc2875,Product 2875,Product Description 2875,Product Description 2875,1,2899,23,4,0,2020-03-03 12:39:00,
2876,abc2876,Product 2876,Product Description 2876,Product Description 2876,1,2900,23,4,0,2020-03-03 12:39:00,
2877,abc2877,Product 2877,Product Description 2877,Product Description 2877,1,2901,23,4,0,2020-03-03 12:39:00,
2878,abc2878,Product 2878,Product Description 2878,Product Description 2878,1,2902,23,4,0,2020-03-03 12:39:00,
2879,abc2879,Product 2879,Product Description 2879,Product Description 2879,1,2903,23,4,0,2020-03-03 12:39:00,
2880,abc2880,Product 2880,Product Description 2880,Product Description 2880,1,2904,23,4,0,2020-03-03 12:39:00,
2881,abc2881,Product 2881,Product Description 2881,Product Description 2881,1,2905,23,4,0,2020-03-03 12:39:00,
2882,abc2882,Product 2882,Product Description 2882,Product Description 2882,1,2906,23,4,0,2020-03-03 12:39:00,
2883,abc2883,Product 2883,Product Description 2883,Product Description 2883,1,2907,23,4,0,2020-03-03 12:39:00,
2884,abc2884,Product 2884,Product Description 2884,Product Description 2884,1,2908,23,4,0,2020-03-03 12:39:00,
2885,abc2885,Product 2885,Product Description 2885,Product Description 2885,1,2909,23,4,0,2020-03-03 12:39:00,
2886,abc2886,Product 2886,Product Description 2886,Product Description 2886,1,2910,23,4,0,2020-03-03 12:39:00,
2887,abc2887,Product 2887,Product Description 2887,Product Description 2887,1,2911,23,4,0,2020-03-03 12:39:00,
2888,abc2888,Product 2888,Product Description 2888,Product Description 2888,1,2912,23,4,0,2020-03-03 12:39:00,
2889,abc2889,Product 2889,Product Description 2889,Product Description 2889,1,2913,23,4,0,2020-03-03 12:39:00,
2890,abc2890,Product 2890,Product Description 2890,Product Description 2890,1,2914,23,4,0,2020-03-03 12:39:00,
2891,abc2891,Product 2891,Product Description 2891,Product Description 2891,1,2915,23,4,0,2020-03-03 12:39:00,
2892,abc2892,Product 2892,Product Description 2892,Product Description 2892,1,2916,23,4,0,2020-03-03 12:39:00,
2893,abc2893,Product 2893,Product Description 2893,Product Description 2893,1,2917,23,4,0,2020-03-03 12:39:00,
2894,abc2894,Product 2894,Product Description 2894,Product Description 2894,1,2918,23,4,0,2020-03-03 12:39:00,
2895,abc2895,Product 2895,Product Description 2895,Product Description 2895,1,2919,23,4,0,2020-03-03 12:39:00,
2896,abc2896,Product 2896,Product Description 2896,Product Description 2896,1,2920,23,4,0,2020-03-03 12:39:00,
2897,abc2897,Product 2897,Product Description 2897,Product Description 2897,1,2921,23,4,0,2020-03-03 12:39:00,
2898,abc2898,Product 2898,Product Description 2898,Product Description 2898,1,2922,23,4,0,2020-03-03 12:39:00,
2899,abc2899,Product 2899,Product Description 2899,Product Description 2899,1,2923,23,4,0,2020-03-03 12:39:00,
2900,abc2900,Product 2900,Product Description 2900,Product Description 2900,1,2924,23,4,0,2020-03-03 12:39:00,
2901,abc2901,Product 2901,Product Description 2901,Product Description 2901,1,2925,23,4,0,2020-03-03 12:39:00,
2902,abc2902,Product 2902,Product Description 2902,Product Description 2902,1,2926,23,4,0,2020-03-03 12:39:00,
2903,abc2903,Product 2903,Product Description 2903,Product Description 2903,1,2927,23,4,0,2020-03-03 12:39:00,
2904,abc2904,Product 2904,Product Description 2904,Product Description 2904,1,2928,23,4,0,2020-03-03 12:39:00,
2905,abc2905,Product 2905,Product Description 2905,Product Description 2905,1,2929,23,4,0,2020-03-03 12:39:00,
2906,abc2906,Product 2906,Product Description 2906,Product Description 2906,1,2930,23,4,0,2020-03-03 12:39:00,
2907,abc2907,Product 2907,Product Description 2907,Product Description 2907,1,2931,23,4,0,2020-03-03 12:39:00,
2908,abc2908,Product 2908,Product Description 2908,Product Description 2908,1,2932,23,4,0,2020-03-03 12:39:00,
2909,abc2909,Product 2909,Product Description 2909,Product Description 2909,1,2933,23,4,0,2020-03-03 12:39:00,
2910,abc2910,Product 2910,Product Description 2910,Product Description 2910,1,2934,23,4,0,2020-03-03 12:39:00,
2911,abc2911,Product 2911,Product Description 2911,Product Description 2911,1,2935,23,4,0,2020-03-03 12:39:00,
2912,abc2912,Product 2912,Product Description 2912,Product Description 2912,1,2936,23,4,0,2020-03-03 12:39:00,
2913,abc2913,Product 2913,Product Description 2913,Product Description 2913,1,2937,23,4,0,2020-03-03 12:39:00,
2914,abc2914,Product 2914,Product Description 2914,Product Description 2914,1,2938,23,4,0,2020-03-03 12:39:00,
2915,abc2915,Product 2915,Product Description 2915,Product Description 2915,1,2939,23,4,0,2020-03-03 12:39:00,
2916,abc2916,Product 2916,Product Description 2916,Product Description 2916,1,2940,23,4,0,2020-03-03 12:39:00,
2917,abc2917,Product 2917,Product Description 2917,Product Description 2917,1,2941,23,4,0,2020-03-03 12:39:00,
2918,abc2918,Product 2918,Product Description 2918,Product Description 2918,1,2942,23,4,0,2020-03-03 12:39:00,
2919,abc2919,Product 2919,Product Description 2919,Product Description 2919,1,2943,23,4,0,2020-03-03 12:39:00,
2920,abc2920,Product 2920,Product Description 2920,Product Description 2920,1,2944,23,4,0,2020-03-03 12:39:00,
2921,abc2921,Product 2921,Product Description 2921,Product Description 2921,1,2945,23,4,0,2020-03-03 12:39:00,
2922,abc2922,Product 2922,Product Description 2922,Product Description 2922,1,2946,23,4,0,2020-03-03 12:39:00,
2923,abc2923,Product 2923,Product Description 2923,Product Description 2923,1,2947,23,4,0,2020-03-03 12:39:00,
2924,abc2924,Product 2924,Product Description 2924,Product Description 2924,1,2948,23,4,0,2020-03-03 12:39:00,
2925,abc2925,Product 2925,Product Description 2925,Product Description 2925,1,2949,23,4,0,2020-03-03 12:39:00,
2926,abc2926,Product 2926,Product Description 2926,Product Description 2926,1,2950,23,4,0,2020-03-03 12:39:00,
2927,abc2927,Product 2927,Product Description 2927,Product Description 2927,1,2951,23,4,0,2020-03-03 12:39:00,
2928,abc2928,Product 2928,Product Description 2928,Product Description 2928,1,2952,23,4,0,2020-03-03 12:39:00,
2929,abc2929,Product 2929,Product Description 2929,Product Description 2929,1,2953,23,4,0,2020-03-03 12:39:00,
2930,abc2930,Product 2930,Product Description 2930,Product Description 2930,1,2954,23,4,0,2020-03-03 12:39:00,
2931,abc2931,Product 2931,Product Description 2931,Product Description 2931,1,2955,23,4,0,2020-03-03 12:39:00,
2932,abc2932,Product 2932,Product Description 2932,Product Description 2932,1,2956,23,4,0,2020-03-03 12:39:00,
2933,abc2933,Product 2933,Product Description 2933,Product Description 2933,1,2957,23,4,0,2020-03-03 12:39:00,
2934,abc2934,Product 2934,Product Description 2934,Product Description 2934,1,2958,23,4,0,2020-03-03 12:39:00,
2935,abc2935,Product 2935,Product Description 2935,Product Description 2935,1,2959,23,4,0,2020-03-03 12:39:00,
2936,abc2936,Product 2936,Product Description 2936,Product Description 2936,1,2960,23,4,0,2020-03-03 12:39:00,
2937,abc2937,Product 2937,Product Description 2937,Product Description 2937,1,2961,23,4,0,2020-03-03 12:39:00,
2938,abc2938,Product 2938,Product Description 2938,Product Description 2938,1,2962,23,4,0,2020-03-03 12:39:00,
2939,abc2939,Product 2939,Product Description 2939,Product Description 2939,1,2963,23,4,0,2020-03-03 12:39:00,
2940,abc2940,Product 2940,Product Description 2940,Product Description 2940,1,2964,23,4,0,2020-03-03 12:39:00,
2941,abc2941,Product 2941,Product Description 2941,Product Description 2941,1,2965,23,4,0,2020-03-03 12:39:00,
2942,abc2942,Product 2942,Product Description 2942,Product Description 2942,1,2966,23,4,0,2020-03-03 12:39:00,
2943,abc2943,Product 2943,Product Description 2943,Product Description 2943,1,2967,23,4,0,2020-03-03 12:39:00,
2944,abc2944,Product 2944,Product Description 2944,Product Description 2944,1,2968,23,4,0,2020-03-03 12:39:00,
2945,abc2945,Product 2945,Product Description 2945,Product Description 2945,1,2969,23,4,0,2020-03-03 12:39:00,
2946,abc2946,Product 2946,Product Description 2946,Product Description 2946,1,2970,23,4,0,2020-03-03 12:39:00,
2947,abc2947,Product 2947,Product Description 2947,Product Description 2947,1,2971,23,4,0,2020-03-03 12:39:00,
2948,abc2948,Product 2948,Product Description 2948,Product Description 2948,1,2972,23,4,0,2020-03-03 12:39:00,
2949,abc2949,Product 2949,Product Description 2949,Product Description 2949,1,2973,23,4,0,2020-03-03 12:39:00,
2950,abc2950,Product 2950,Product Description 2950,Product Description 2950,1,2974,23,4,0,2020-03-03 12:39:00,
2951,abc2951,Product 2951,Product Description 2951,Product Description 2951,1,2975,23,4,0,2020-03-03 12:39:00,
2952,abc2952,Product 2952,Product Description 2952,Product Description 2952,1,2976,23,4,0,2020-03-03 12:39:00,
2953,abc2953,Product 2953,Product Description 2953,Product Description 2953,1,2977,23,4,0,2020-03-03 12:39:00,
2954,abc2954,Product 2954,Product Description 2954,Product Description 2954,1,2978,23,4,0,2020-03-03 12:39:00,
2955,abc2955,Product 2955,Product Description 2955,Product Description 2955,1,2979,23,4,0,2020-03-03 12:39:00,
2956,abc2956,Product 2956,Product Description 2956,Product Description 2956,1,2980,23,4,0,2020-03-03 12:39:00,
2957,abc2957,Product 2957,Product Description 2957,Product Description 2957,1,2981,23,4,0,2020-03-03 12:39:00,
2958,abc2958,Product 2958,Product Description 2958,Product Description 2958,1,2982,23,4,0,2020-03-03 12:39:00,
2959,abc2959,Product 2959,Product Description 2959,Product Description 2959,1,2983,23,4,0,2020-03-03 12:39:00,
2960,abc2960,Product 2960,Product Description 2960,Product Description 2960,1,2984,23,4,0,2020-03-03 12:39:00,
2961,abc2961,Product 2961,Product Description 2961,Product Description 2961,1,2985,23,4,0,2020-03-03 12:39:00,
2962,abc2962,Product 2962,Product Description 2962,Product Description 2962,1,2986,23,4,0,2020-03-03 12:39:00,
2963,abc2963,Product 2963,Product Description 2963,Product Description 2963,1,2987,23,4,0,2020-03-03 12:39:00,
2964,abc2964,Product 2964,Product Description 2964,Product Description 2964,1,2988,23,4,0,2020-03-03 12:39:00,
2965,abc2965,Product 2965,Product Description 2965,Product Description 2965,1,2989,23,4,0,2020-03-03 12:39:00,
2966,abc2966,Product 2966,Product Description 2966,Product Description 2966,1,2990,23,4,0,2020-03-03 12:39:00,
2967,abc2967,Product 2967,Product Description 2967,Product Description 2967,1,2991,23,4,0,2020-03-03 12:39:00,
2968,abc2968,Product 2968,Product Description 2968,Product Description 2968,1,2992,23,4,0,2020-03-03 12:39:00,
2969,abc2969,Product 2969,Product Description 2969,Product Description 2969,1,2993,23,4,0,2020-03-03 12:39:00,
2970,abc2970,Product 2970,Product Description 2970,Product Description 2970,1,2994,23,4,0,2020-03-03 12:39:00,
2971,abc2971,Product 2971,Product Description 2971,Product Description 2971,1,2995,23,4,0,2020-03-03 12:39:00,
2972,abc2972,Product 2972,Product Description 2972,Product Description 2972,1,2996,23,4,0,2020-03-03 12:39:00,
2973,abc2973,Product 2973,Product Description 2973,Product Description 2973,1,2997,23,4,0,2020-03-03 12:39:00,
2974,abc2974,Product 2974,Product Description 2974,Product Description 2974,1,2998,23,4,0,2020-03-03 12:39:00,
2975,abc2975,Product 2975,Product Description 2975,Product Description 2975,1,2999,23,4,0,2020-03-03 12:39:00,
2976,abc2976,Product 2976,Product Description 2976,Product Description 2976,1,3000,23,4,0,2020-03-03 12:39:00,
2977,abc2977,Product 2977,Product Description 2977,Product Description 2977,1,3001,23,4,0,2020-03-03 12:39:00,
2978,abc2978,Product 2978,Product Description 2978,Product Description 2978,1,3002,23,4,0,2020-03-03 12:39:00,
2979,abc2979,Product 2979,Product Description 2979,Product Description 2979,1,3003,23,4,0,2020-03-03 12:39:00,
2980,abc2980,Product 2980,Product Description 2980,Product Description 2980,1,3004,23,4,0,2020-03-03 12:39:00,
2981,abc2981,Product 2981,Product Description 2981,Product Description 2981,1,3005,23,4,0,2020-03-03 12:39:00,
2982,abc2982,Product 2982,Product Description 2982,Product Description 2982,1,3006,23,4,0,2020-03-03 12:39:00,
2983,abc2983,Product 2983,Product Description 2983,Product Description 2983,1,3007,23,4,0,2020-03-03 12:39:00,
2984,abc2984,Product 2984,Product Description 2984,Product Description 2984,1,3008,23,4,0,2020-03-03 12:39:00,
2985,abc2985,Product 2985,Product Description 2985,Product Description 2985,1,3009,23,4,0,2020-03-03 12:39:00,
2986,abc2986,Product 2986,Product Description 2986,Product Description 2986,1,3010,23,4,0,2020-03-03 12:39:00,
2987,abc2987,Product 2987,Product Description 2987,Product Description 2987,1,3011,23,4,0,2020-03-03 12:39:00,
2988,abc2988,Product 2988,Product Description 2988,Product Description 2988,1,3012,23,4,0,2020-03-03 12:39:00,
2989,abc2989,Product 2989,Product Description 2989,Product Description 2989,1,3013,23,4,0,2020-03-03 12:39:00,
2990,abc2990,Product 2990,Product Description 2990,Product Description 2990,1,3014,23,4,0,2020-03-03 12:39:00,
2991,abc2991,Product 2991,Product Description 2991,Product Description 2991,1,3015,23,4,0,2020-03-03 12:39:00,
2992,abc2992,Product 2992,Product Description 2992,Product Description 2992,1,3016,23,4,0,2020-03-03 12:39:00,
2993,abc2993,Product 2993,Product Description 2993,Product Description 2993,1,3017,23,4,0,2020-03-03 12:39:00,
2994,abc2994,Product 2994,Product Description 2994,Product Description 2994,1,3018,23,4,0,2020-03-03 12:39:00,
2995,abc2995,Product 2995,Product Description 2995,Product Description 2995,1,3019,23,4,0,2020-03-03 12:39:00,
2996,abc2996,Product 2996,Product Description 2996,Product Description 2996,1,3020,23,4,0,2020-03-03 12:39:00,
2997,abc2997,Product 2997,Product Description 2997,Product Description 2997,1,3021,23,4,0,2020-03-03 12:39:00,
2998,abc2998,Product 2998,Product Description 2998,Product Description 2998,1,3022,23,4,0,2020-03-03 12:39:00,
2999,abc2999,Product 2999,Product Description 2999,Product Description 2999,1,3023,23,4,0,2020-03-03 12:39:00,
3000,abc3000,Product 3000,Product Description 3000,Product Description 3000,1,3024,23,4,0,2020-03-03 12:39:00,
3001,abc3001,Product 3001,Product Description 3001,Product Description 3001,1,3025,23,4,0,2020-03-03 12:39:00,
3002,abc3002,Product 3002,Product Description 3002,Product Description 3002,1,3026,23,4,0,2020-03-03 12:39:00,
3003,abc3003,Product 3003,Product Description 3003,Product Description 3003,1,3027,23,4,0,2020-03-03 12:39:00,
3004,abc3004,Product 3004,Product Description 3004,Product Description 3004,1,3028,23,4,0,2020-03-03 12:39:00,
3005,abc3005,Product 3005,Product Description 3005,Product Description 3005,1,3029,23,4,0,2020-03-03 12:39:00,
3006,abc3006,Product 3006,Product Description 3006,Product Description 3006,1,3030,23,4,0,2020-03-03 12:39:00,
3007,abc3007,Product 3007,Product Description 3007,Product Description 3007,1,3031,23,4,0,2020-03-03 12:39:00,
3008,abc3008,Product 3008,Product Description 3008,Product Description 3008,1,3032,23,4,0,2020-03-03 12:39:00,
3009,abc3009,Product 3009,Product Description 3009,Product Description 3009,1,3033,23,4,0,2020-03-03 12:39:00,
3010,abc3010,Product 3010,Product Description 3010,Product Description 3010,1,3034,23,4,0,2020-03-03 12:39:00,
3011,abc3011,Product 3011,Product Description 3011,Product Description 3011,1,3035,23,4,0,2020-03-03 12:39:00,
3012,abc3012,Product 3012,Product Description 3012,Product Description 3012,1,3036,23,4,0,2020-03-03 12:39:00,
3013,abc3013,Product 3013,Product Description 3013,Product Description 3013,1,3037,23,4,0,2020-03-03 12:39:00,
3014,abc3014,Product 3014,Product Description 3014,Product Description 3014,1,3038,23,4,0,2020-03-03 12:39:00,
3015,abc3015,Product 3015,Product Description 3015,Product Description 3015,1,3039,23,4,0,2020-03-03 12:39:00,
3016,abc3016,Product 3016,Product Description 3016,Product Description 3016,1,3040,23,4,0,2020-03-03 12:39:00,
3017,abc3017,Product 3017,Product Description 3017,Product Description 3017,1,3041,23,4,0,2020-03-03 12:39:00,
3018,abc3018,Product 3018,Product Description 3018,Product Description 3018,1,3042,23,4,0,2020-03-03 12:39:00,
3019,abc3019,Product 3019,Product Description 3019,Product Description 3019,1,3043,23,4,0,2020-03-03 12:39:00,
3020,abc3020,Product 3020,Product Description 3020,Product Description 3020,1,3044,23,4,0,2020-03-03 12:39:00,
3021,abc3021,Product 3021,Product Description 3021,Product Description 3021,1,3045,23,4,0,2020-03-03 12:39:00,
3022,abc3022,Product 3022,Product Description 3022,Product Description 3022,1,3046,23,4,0,2020-03-03 12:39:00,
3023,abc3023,Product 3023,Product Description 3023,Product Description 3023,1,3047,23,4,0,2020-03-03 12:39:00,
3024,abc3024,Product 3024,Product Description 3024,Product Description 3024,1,3048,23,4,0,2020-03-03 12:39:00,
3025,abc3025,Product 3025,Product Description 3025,Product Description 3025,1,3049,23,4,0,2020-03-03 12:39:00,
3026,abc3026,Product 3026,Product Description 3026,Product Description 3026,1,3050,23,4,0,2020-03-03 12:39:00,
3027,abc3027,Product 3027,Product Description 3027,Product Description 3027,1,3051,23,4,0,2020-03-03 12:39:00,
3028,abc3028,Product 3028,Product Description 3028,Product Description 3028,1,3052,23,4,0,2020-03-03 12:39:00,
3029,abc3029,Product 3029,Product Description 3029,Product Description 3029,1,3053,23,4,0,2020-03-03 12:39:00,
3030,abc3030,Product 3030,Product Description 3030,Product Description 3030,1,3054,23,4,0,2020-03-03 12:39:00,
3031,abc3031,Product 3031,Product Description 3031,Product Description 3031,1,3055,23,4,0,2020-03-03 12:39:00,
3032,abc3032,Product 3032,Product Description 3032,Product Description 3032,1,3056,23,4,0,2020-03-03 12:39:00,
3033,abc3033,Product 3033,Product Description 3033,Product Description 3033,1,3057,23,4,0,2020-03-03 12:39:00,
3034,abc3034,Product 3034,Product Description 3034,Product Description 3034,1,3058,23,4,0,2020-03-03 12:39:00,
3035,abc3035,Product 3035,Product Description 3035,Product Description 3035,1,3059,23,4,0,2020-03-03 12:39:00,
3036,abc3036,Product 3036,Product Description 3036,Product Description 3036,1,3060,23,4,0,2020-03-03 12:39:00,
3037,abc3037,Product 3037,Product Description 3037,Product Description 3037,1,3061,23,4,0,2020-03-03 12:39:00,
3038,abc3038,Product 3038,Product Description 3038,Product Description 3038,1,3062,23,4,0,2020-03-03 12:39:00,
3039,abc3039,Product 3039,Product Description 3039,Product Description 3039,1,3063,23,4,0,2020-03-03 12:39:00,
3040,abc3040,Product 3040,Product Description 3040,Product Description 3040,1,3064,23,4,0,2020-03-03 12:39:00,
3041,abc3041,Product 3041,Product Description 3041,Product Description 3041,1,3065,23,4,0,2020-03-03 12:39:00,
3042,abc3042,Product 3042,Product Description 3042,Product Description 3042,1,3066,23,4,0,2020-03-03 12:39:00,
3043,abc3043,Product 3043,Product Description 3043,Product Description 3043,1,3067,23,4,0,2020-03-03 12:39:00,
3044,abc3044,Product 3044,Product Description 3044,Product Description 3044,1,3068,23,4,0,2020-03-03 12:39:00,
3045,abc3045,Product 3045,Product Description 3045,Product Description 3045,1,3069,23,4,0,2020-03-03 12:39:00,
3046,abc3046,Product 3046,Product Description 3046,Product Description 3046,1,3070,23,4,0,2020-03-03 12:39:00,
3047,abc3047,Product 3047,Product Description 3047,Product Description 3047,1,3071,23,4,0,2020-03-03 12:39:00,
3048,abc3048,Product 3048,Product Description 3048,Product Description 3048,1,3072,23,4,0,2020-03-03 12:39:00,
3049,abc3049,Product 3049,Product Description 3049,Product Description 3049,1,3073,23,4,0,2020-03-03 12:39:00,
3050,abc3050,Product 3050,Product Description 3050,Product Description 3050,1,3074,23,4,0,2020-03-03 12:39:00,
3051,abc3051,Product 3051,Product Description 3051,Product Description 3051,1,3075,23,4,0,2020-03-03 12:39:00,
3052,abc3052,Product 3052,Product Description 3052,Product Description 3052,1,3076,23,4,0,2020-03-03 12:39:00,
3053,abc3053,Product 3053,Product Description 3053,Product Description 3053,1,3077,23,4,0,2020-03-03 12:39:00,
3054,abc3054,Product 3054,Product Description 3054,Product Description 3054,1,3078,23,4,0,2020-03-03 12:39:00,
3055,abc3055,Product 3055,Product Description 3055,Product Description 3055,1,3079,23,4,0,2020-03-03 12:39:00,
3056,abc3056,Product 3056,Product Description 3056,Product Description 3056,1,3080,23,4,0,2020-03-03 12:39:00,
3057,abc3057,Product 3057,Product Description 3057,Product Description 3057,1,3081,23,4,0,2020-03-03 12:39:00,
3058,abc3058,Product 3058,Product Description 3058,Product Description 3058,1,3082,23,4,0,2020-03-03 12:39:00,
3059,abc3059,Product 3059,Product Description 3059,Product Description 3059,1,3083,23,4,0,2020-03-03 12:39:00,
3060,abc3060,Product 3060,Product Description 3060,Product Description 3060,1,3084,23,4,0,2020-03-03 12:39:00,
3061,abc3061,Product 3061,Product Description 3061,Product Description 3061,1,3085,23,4,0,2020-03-03 12:39:00,
3062,abc3062,Product 3062,Product Description 3062,Product Description 3062,1,3086,23,4,0,2020-03-03 12:39:00,
3063,abc3063,Product 3063,Product Description 3063,Product Description 3063,1,3087,23,4,0,2020-03-03 12:39:00,
3064,abc3064,Product 3064,Product Description 3064,Product Description 3064,1,3088,23,4,0,2020-03-03 12:39:00,
3065,abc3065,Product 3065,Product Description 3065,Product Description 3065,1,3089,23,4,0,2020-03-03 12:39:00,
3066,abc3066,Product 3066,Product Description 3066,Product Description 3066,1,3090,23,4,0,2020-03-03 12:39:00,
3067,abc3067,Product 3067,Product Description 3067,Product Description 3067,1,3091,23,4,0,2020-03-03 12:39:00,
3068,abc3068,Product 3068,Product Description 3068,Product Description 3068,1,3092,23,4,0,2020-03-03 12:39:00,
3069,abc3069,Product 3069,Product Description 3069,Product Description 3069,1,3093,23,4,0,2020-03-03 12:39:00,
3070,abc3070,Product 3070,Product Description 3070,Product Description 3070,1,3094,23,4,0,2020-03-03 12:39:00,
3071,abc3071,Product 3071,Product Description 3071,Product Description 3071,1,3095,23,4,0,2020-03-03 12:39:00,
3072,abc3072,Product 3072,Product Description 3072,Product Description 3072,1,3096,23,4,0,2020-03-03 12:39:00,
3073,abc3073,Product 3073,Product Description 3073,Product Description 3073,1,3097,23,4,0,2020-03-03 12:39:00,
3074,abc3074,Product 3074,Product Description 3074,Product Description 3074,1,3098,23,4,0,2020-03-03 12:39:00,
3075,abc3075,Product 3075,Product Description 3075,Product Description 3075,1,3099,23,4,0,2020-03-03 12:39:00,
3076,abc3076,Product 3076,Product Description 3076,Product Description 3076,1,3100,23,4,0,2020-03-03 12:39:00,
3077,abc3077,Product 3077,Product Description 3077,Product Description 3077,1,3101,23,4,0,2020-03-03 12:39:00,
3078,abc3078,Product 3078,Product Description 3078,Product Description 3078,1,3102,23,4,0,2020-03-03 12:39:00,
3079,abc3079,Product 3079,Product Description 3079,Product Description 3079,1,3103,23,4,0,2020-03-03 12:39:00,
3080,abc3080,Product 3080,Product Description 3080,Product Description 3080,1,3104,23,4,0,2020-03-03 12:39:00,
3081,abc3081,Product 3081,Product Description 3081,Product Description 3081,1,3105,23,4,0,2020-03-03 12:39:00,
3082,abc3082,Product 3082,Product Description 3082,Product Description 3082,1,3106,23,4,0,2020-03-03 12:39:00,
3083,abc3083,Product 3083,Product Description 3083,Product Description 3083,1,3107,23,4,0,2020-03-03 12:39:00,
3084,abc3084,Product 3084,Product Description 3084,Product Description 3084,1,3108,23,4,0,2020-03-03 12:39:00,
3085,abc3085,Product 3085,Product Description 3085,Product Description 3085,1,3109,23,4,0,2020-03-03 12:39:00,
3086,abc3086,Product 3086,Product Description 3086,Product Description 3086,1,3110,23,4,0,2020-03-03 12:39:00,
3087,abc3087,Product 3087,Product Description 3087,Product Description 3087,1,3111,23,4,0,2020-03-03 12:39:00,
3088,abc3088,Product 3088,Product Description 3088,Product Description 3088,1,3112,23,4,0,2020-03-03 12:39:00,
3089,abc3089,Product 3089,Product Description 3089,Product Description 3089,1,3113,23,4,0,2020-03-03 12:39:00,
3090,abc3090,Product 3090,Product Description 3090,Product Description 3090,1,3114,23,4,0,2020-03-03 12:39:00,
3091,abc3091,Product 3091,Product Description 3091,Product Description 3091,1,3115,23,4,0,2020-03-03 12:39:00,
3092,abc3092,Product 3092,Product Description 3092,Product Description 3092,1,3116,23,4,0,2020-03-03 12:39:00,
3093,abc3093,Product 3093,Product Description 3093,Product Description 3093,1,3117,23,4,0,2020-03-03 12:39:00,
3094,abc3094,Product 3094,Product Description 3094,Product Description 3094,1,3118,23,4,0,2020-03-03 12:39:00,
3095,abc3095,Product 3095,Product Description 3095,Product Description 3095,1,3119,23,4,0,2020-03-03 12:39:00,
3096,abc3096,Product 3096,Product Description 3096,Product Description 3096,1,3120,23,4,0,2020-03-03 12:39:00,
3097,abc3097,Product 3097,Product Description 3097,Product Description 3097,1,3121,23,4,0,2020-03-03 12:39:00,
3098,abc3098,Product 3098,Product Description 3098,Product Description 3098,1,3122,23,4,0,2020-03-03 12:39:00,
3099,abc3099,Product 3099,Product Description 3099,Product Description 3099,1,3123,23,4,0,2020-03-03 12:39:00,
3100,abc3100,Product 3100,Product Description 3100,Product Description 3100,1,3124,23,4,0,2020-03-03 12:39:00,
3101,abc3101,Product 3101,Product Description 3101,Product Description 3101,1,3125,23,4,0,2020-03-03 12:39:00,
3102,abc3102,Product 3102,Product Description 3102,Product Description 3102,1,3126,23,4,0,2020-03-03 12:39:00,
3103,abc3103,Product 3103,Product Description 3103,Product Description 3103,1,3127,23,4,0,2020-03-03 12:39:00,
3104,abc3104,Product 3104,Product Description 3104,Product Description 3104,1,3128,23,4,0,2020-03-03 12:39:00,
3105,abc3105,Product 3105,Product Description 3105,Product Description 3105,1,3129,23,4,0,2020-03-03 12:39:00,
3106,abc3106,Product 3106,Product Description 3106,Product Description 3106,1,3130,23,4,0,2020-03-03 12:39:00,
3107,abc3107,Product 3107,Product Description 3107,Product Description 3107,1,3131,23,4,0,2020-03-03 12:39:00,
3108,abc3108,Product 3108,Product Description 3108,Product Description 3108,1,3132,23,4,0,2020-03-03 12:39:00,
3109,abc3109,Product 3109,Product Description 3109,Product Description 3109,1,3133,23,4,0,2020-03-03 12:39:00,
3110,abc3110,Product 3110,Product Description 3110,Product Description 3110,1,3134,23,4,0,2020-03-03 12:39:00,
3111,abc3111,Product 3111,Product Description 3111,Product Description 3111,1,3135,23,4,0,2020-03-03 12:39:00,
3112,abc3112,Product 3112,Product Description 3112,Product Description 3112,1,3136,23,4,0,2020-03-03 12:39:00,
3113,abc3113,Product 3113,Product Description 3113,Product Description 3113,1,3137,23,4,0,2020-03-03 12:39:00,
3114,abc3114,Product 3114,Product Description 3114,Product Description 3114,1,3138,23,4,0,2020-03-03 12:39:00,
3115,abc3115,Product 3115,Product Description 3115,Product Description 3115,1,3139,23,4,0,2020-03-03 12:39:00,
